,file_label,file_name,file_version,vars
910,UCSF Cross-Sectional FreeSurfer (6.0)[ADNI3],UCSFFSX6_05_02_22.csv,2022-05-02,"['COLPROT', 'RID', 'VISCODE', 'VISCODE2', 'EXAMDATE', 'VERSION', 'LONIUID', 'IMAGEUID', 'RUNDATE', 'STATUS', 'OVERALLQC', 'TEMPQC', 'FRONTQC', 'PARQC', 'INSULAQC', 'OCCQC', 'BGQC', 'CWMQC', 'VENTQC', 'HIPPOQC', 'ST101SV', 'ST102CV', 'ST102SA', 'ST102TA', 'ST102TS', 'ST103CV', 'ST103SA', 'ST103TA', 'ST103TS', 'ST104CV', 'ST104SA', 'ST104TA', 'ST104TS', 'ST105CV', 'ST105SA', 'ST105TA', 'ST105TS', 'ST106CV', 'ST106SA', 'ST106TA', 'ST106TS', 'ST107CV', 'ST107SA', 'ST107TA', 'ST107TS', 'ST108CV', 'ST108SA', 'ST108TA', 'ST108TS', 'ST109CV', 'ST109SA', 'ST109TA', 'ST109TS', 'ST10CV', 'ST110CV', 'ST110SA', 'ST110TA', 'ST110TS', 'ST111CV', 'ST111SA', 'ST111TA', 'ST111TS', 'ST112SV', 'ST113CV', 'ST113SA', 'ST113TA', 'ST113TS', 'ST114CV', 'ST114SA', 'ST114TA', 'ST114TS', 'ST115CV', 'ST115SA', 'ST115TA', 'ST115TS', 'ST116CV', 'ST116SA', 'ST116TA', 'ST116TS', 'ST117CV', 'ST117SA', 'ST117TA', 'ST117TS', 'ST118CV', 'ST118SA', 'ST118TA', 'ST118TS', 'ST119CV', 'ST119SA', 'ST119TA', 'ST119TS', 'ST11SV', 'ST120SV', 'ST121CV', 'ST121SA', 'ST121TA', 'ST121TS', 'ST124SV', 'ST125SV', 'ST127SV', 'ST128SV', 'ST129CV', 'ST129SA', 'ST129TA', 'ST129TS', 'ST12SV', 'ST130CV', 'ST130SA', 'ST130TA', 'ST130TS', 'ST13CV', 'ST13SA', 'ST13TA', 'ST13TS', 'ST14CV', 'ST14SA', 'ST14TA', 'ST14TS', 'ST15CV', 'ST15SA', 'ST15TA', 'ST15TS', 'ST16SV', 'ST17SV', 'ST18SV', 'ST1SV', 'ST21SV', 'ST23CV', 'ST23SA', 'ST23TA', 'ST23TS', 'ST24CV', 'ST24SA', 'ST24TA', 'ST24TS', 'ST25CV', 'ST25SA', 'ST25TA', 'ST25TS', 'ST26CV', 'ST26SA', 'ST26TA', 'ST26TS', 'ST28SA', 'ST29SV', 'ST2SV', 'ST30SV', 'ST31CV', 'ST31SA', 'ST31TA', 'ST31TS', 'ST32CV', 'ST32SA', 'ST32TA', 'ST32TS', 'ST34CV', 'ST34SA', 'ST34TA', 'ST34TS', 'ST35CV', 'ST35SA', 'ST35TA', 'ST35TS', 'ST36CV', 'ST36SA', 'ST36TA', 'ST36TS', 'ST37SV', 'ST38CV', 'ST38SA', 'ST38TA', 'ST38TS', 'ST39CV', 'ST39SA', 'ST39TA', 'ST39TS', 'ST3SV', 'ST40CV', 'ST40SA', 'ST40TA', 'ST40TS', 'ST42SV', 'ST43CV', 'ST43SA', 'ST43TA', 'ST43TS', 'ST44CV', 'ST44SA', 'ST44TA', 'ST44TS', 'ST45CV', 'ST45SA', 'ST45TA', 'ST45TS', 'ST46CV', 'ST46SA', 'ST46TA', 'ST46TS', 'ST47CV', 'ST47SA', 'ST47TA', 'ST47TS', 'ST48CV', 'ST48SA', 'ST48TA', 'ST48TS', 'ST49CV', 'ST49SA', 'ST49TA', 'ST49TS', 'ST4SV', 'ST50CV', 'ST50SA', 'ST50TA', 'ST50TS', 'ST51CV', 'ST51SA', 'ST51TA', 'ST51TS', 'ST52CV', 'ST52SA', 'ST52TA', 'ST52TS', 'ST53SV', 'ST54CV', 'ST54SA', 'ST54TA', 'ST54TS', 'ST55CV', 'ST55SA', 'ST55TA', 'ST55TS', 'ST56CV', 'ST56SA', 'ST56TA', 'ST56TS', 'ST57CV', 'ST57SA', 'ST57TA', 'ST57TS', 'ST58CV', 'ST58SA', 'ST58TA', 'ST58TS', 'ST59CV', 'ST59SA', 'ST59TA', 'ST59TS', 'ST5SV', 'ST60CV', 'ST60SA', 'ST60TA', 'ST60TS', 'ST61SV', 'ST62CV', 'ST62SA', 'ST62TA', 'ST62TS', 'ST65SV', 'ST66SV', 'ST68SV', 'ST69SV', 'ST6SV', 'ST70SV', 'ST71SV', 'ST72CV', 'ST72SA', 'ST72TA', 'ST72TS', 'ST73CV', 'ST73SA', 'ST73TA', 'ST73TS', 'ST74CV', 'ST74SA', 'ST74TA', 'ST74TS', 'ST75SV', 'ST76SV', 'ST77SV', 'ST7SV', 'ST80SV', 'ST82CV', 'ST82SA', 'ST82TA', 'ST82TS', 'ST83CV', 'ST83SA', 'ST83TA', 'ST83TS', 'ST84CV', 'ST84SA', 'ST84TA', 'ST84TS', 'ST85CV', 'ST85SA', 'ST85TA', 'ST85TS', 'ST87SA', 'ST88SV', 'ST89SV', 'ST8SV', 'ST90CV', 'ST90SA', 'ST90TA', 'ST90TS', 'ST91CV', 'ST91SA', 'ST91TA', 'ST91TS', 'ST93CV', 'ST93SA', 'ST93TA', 'ST93TS', 'ST94CV', 'ST94SA', 'ST94TA', 'ST94TS', 'ST95CV', 'ST95SA', 'ST95TA', 'ST95TS', 'ST96SV', 'ST97CV', 'ST97SA', 'ST97TA', 'ST97TS', 'ST98CV', 'ST98SA', 'ST98TA', 'ST98TS', 'ST99CV', 'ST99SA', 'ST99TA', 'ST99TS', 'ST9SV', 'ST147SV', 'ST148SV', 'ST149SV', 'ST150SV', 'ST151SV', 'ST152SV', 'ST153SV', 'ST154SV', 'ST155SV', 'update_stamp']"
911,UCSF Cross-Sectional FreeSurfer (6.0)[ADNI3],UCSFFSX6_08_09_21.csv,2021-08-09,"['COLPROT', 'RID', 'VISCODE', 'VISCODE2', 'EXAMDATE', 'VERSION', 'LONIUID', 'IMAGEUID', 'RUNDATE', 'STATUS', 'OVERALLQC', 'TEMPQC', 'FRONTQC', 'PARQC', 'INSULAQC', 'OCCQC', 'BGQC', 'CWMQC', 'VENTQC', 'HIPPOQC', 'ST101SV', 'ST102CV', 'ST102SA', 'ST102TA', 'ST102TS', 'ST103CV', 'ST103SA', 'ST103TA', 'ST103TS', 'ST104CV', 'ST104SA', 'ST104TA', 'ST104TS', 'ST105CV', 'ST105SA', 'ST105TA', 'ST105TS', 'ST106CV', 'ST106SA', 'ST106TA', 'ST106TS', 'ST107CV', 'ST107SA', 'ST107TA', 'ST107TS', 'ST108CV', 'ST108SA', 'ST108TA', 'ST108TS', 'ST109CV', 'ST109SA', 'ST109TA', 'ST109TS', 'ST10CV', 'ST110CV', 'ST110SA', 'ST110TA', 'ST110TS', 'ST111CV', 'ST111SA', 'ST111TA', 'ST111TS', 'ST112SV', 'ST113CV', 'ST113SA', 'ST113TA', 'ST113TS', 'ST114CV', 'ST114SA', 'ST114TA', 'ST114TS', 'ST115CV', 'ST115SA', 'ST115TA', 'ST115TS', 'ST116CV', 'ST116SA', 'ST116TA', 'ST116TS', 'ST117CV', 'ST117SA', 'ST117TA', 'ST117TS', 'ST118CV', 'ST118SA', 'ST118TA', 'ST118TS', 'ST119CV', 'ST119SA', 'ST119TA', 'ST119TS', 'ST11SV', 'ST120SV', 'ST121CV', 'ST121SA', 'ST121TA', 'ST121TS', 'ST124SV', 'ST125SV', 'ST127SV', 'ST128SV', 'ST129CV', 'ST129SA', 'ST129TA', 'ST129TS', 'ST12SV', 'ST130CV', 'ST130SA', 'ST130TA', 'ST130TS', 'ST13CV', 'ST13SA', 'ST13TA', 'ST13TS', 'ST14CV', 'ST14SA', 'ST14TA', 'ST14TS', 'ST15CV', 'ST15SA', 'ST15TA', 'ST15TS', 'ST16SV', 'ST17SV', 'ST18SV', 'ST1SV', 'ST21SV', 'ST23CV', 'ST23SA', 'ST23TA', 'ST23TS', 'ST24CV', 'ST24SA', 'ST24TA', 'ST24TS', 'ST25CV', 'ST25SA', 'ST25TA', 'ST25TS', 'ST26CV', 'ST26SA', 'ST26TA', 'ST26TS', 'ST28SA', 'ST29SV', 'ST2SV', 'ST30SV', 'ST31CV', 'ST31SA', 'ST31TA', 'ST31TS', 'ST32CV', 'ST32SA', 'ST32TA', 'ST32TS', 'ST34CV', 'ST34SA', 'ST34TA', 'ST34TS', 'ST35CV', 'ST35SA', 'ST35TA', 'ST35TS', 'ST36CV', 'ST36SA', 'ST36TA', 'ST36TS', 'ST37SV', 'ST38CV', 'ST38SA', 'ST38TA', 'ST38TS', 'ST39CV', 'ST39SA', 'ST39TA', 'ST39TS', 'ST3SV', 'ST40CV', 'ST40SA', 'ST40TA', 'ST40TS', 'ST42SV', 'ST43CV', 'ST43SA', 'ST43TA', 'ST43TS', 'ST44CV', 'ST44SA', 'ST44TA', 'ST44TS', 'ST45CV', 'ST45SA', 'ST45TA', 'ST45TS', 'ST46CV', 'ST46SA', 'ST46TA', 'ST46TS', 'ST47CV', 'ST47SA', 'ST47TA', 'ST47TS', 'ST48CV', 'ST48SA', 'ST48TA', 'ST48TS', 'ST49CV', 'ST49SA', 'ST49TA', 'ST49TS', 'ST4SV', 'ST50CV', 'ST50SA', 'ST50TA', 'ST50TS', 'ST51CV', 'ST51SA', 'ST51TA', 'ST51TS', 'ST52CV', 'ST52SA', 'ST52TA', 'ST52TS', 'ST53SV', 'ST54CV', 'ST54SA', 'ST54TA', 'ST54TS', 'ST55CV', 'ST55SA', 'ST55TA', 'ST55TS', 'ST56CV', 'ST56SA', 'ST56TA', 'ST56TS', 'ST57CV', 'ST57SA', 'ST57TA', 'ST57TS', 'ST58CV', 'ST58SA', 'ST58TA', 'ST58TS', 'ST59CV', 'ST59SA', 'ST59TA', 'ST59TS', 'ST5SV', 'ST60CV', 'ST60SA', 'ST60TA', 'ST60TS', 'ST61SV', 'ST62CV', 'ST62SA', 'ST62TA', 'ST62TS', 'ST65SV', 'ST66SV', 'ST68SV', 'ST69SV', 'ST6SV', 'ST70SV', 'ST71SV', 'ST72CV', 'ST72SA', 'ST72TA', 'ST72TS', 'ST73CV', 'ST73SA', 'ST73TA', 'ST73TS', 'ST74CV', 'ST74SA', 'ST74TA', 'ST74TS', 'ST75SV', 'ST76SV', 'ST77SV', 'ST7SV', 'ST80SV', 'ST82CV', 'ST82SA', 'ST82TA', 'ST82TS', 'ST83CV', 'ST83SA', 'ST83TA', 'ST83TS', 'ST84CV', 'ST84SA', 'ST84TA', 'ST84TS', 'ST85CV', 'ST85SA', 'ST85TA', 'ST85TS', 'ST87SA', 'ST88SV', 'ST89SV', 'ST8SV', 'ST90CV', 'ST90SA', 'ST90TA', 'ST90TS', 'ST91CV', 'ST91SA', 'ST91TA', 'ST91TS', 'ST93CV', 'ST93SA', 'ST93TA', 'ST93TS', 'ST94CV', 'ST94SA', 'ST94TA', 'ST94TS', 'ST95CV', 'ST95SA', 'ST95TA', 'ST95TS', 'ST96SV', 'ST97CV', 'ST97SA', 'ST97TA', 'ST97TS', 'ST98CV', 'ST98SA', 'ST98TA', 'ST98TS', 'ST99CV', 'ST99SA', 'ST99TA', 'ST99TS', 'ST9SV', 'ST147SV', 'ST148SV', 'ST149SV', 'ST150SV', 'ST151SV', 'ST152SV', 'ST153SV', 'ST154SV', 'ST155SV', 'update_stamp']"
912,UCSF Cross-Sectional FreeSurfer (6.0)[ADNI3],UCSFFSX6_12_13_21.csv,2021-12-13,"['COLPROT', 'RID', 'VISCODE', 'VISCODE2', 'EXAMDATE', 'VERSION', 'LONIUID', 'IMAGEUID', 'RUNDATE', 'STATUS', 'OVERALLQC', 'TEMPQC', 'FRONTQC', 'PARQC', 'INSULAQC', 'OCCQC', 'BGQC', 'CWMQC', 'VENTQC', 'HIPPOQC', 'ST101SV', 'ST102CV', 'ST102SA', 'ST102TA', 'ST102TS', 'ST103CV', 'ST103SA', 'ST103TA', 'ST103TS', 'ST104CV', 'ST104SA', 'ST104TA', 'ST104TS', 'ST105CV', 'ST105SA', 'ST105TA', 'ST105TS', 'ST106CV', 'ST106SA', 'ST106TA', 'ST106TS', 'ST107CV', 'ST107SA', 'ST107TA', 'ST107TS', 'ST108CV', 'ST108SA', 'ST108TA', 'ST108TS', 'ST109CV', 'ST109SA', 'ST109TA', 'ST109TS', 'ST10CV', 'ST110CV', 'ST110SA', 'ST110TA', 'ST110TS', 'ST111CV', 'ST111SA', 'ST111TA', 'ST111TS', 'ST112SV', 'ST113CV', 'ST113SA', 'ST113TA', 'ST113TS', 'ST114CV', 'ST114SA', 'ST114TA', 'ST114TS', 'ST115CV', 'ST115SA', 'ST115TA', 'ST115TS', 'ST116CV', 'ST116SA', 'ST116TA', 'ST116TS', 'ST117CV', 'ST117SA', 'ST117TA', 'ST117TS', 'ST118CV', 'ST118SA', 'ST118TA', 'ST118TS', 'ST119CV', 'ST119SA', 'ST119TA', 'ST119TS', 'ST11SV', 'ST120SV', 'ST121CV', 'ST121SA', 'ST121TA', 'ST121TS', 'ST124SV', 'ST125SV', 'ST127SV', 'ST128SV', 'ST129CV', 'ST129SA', 'ST129TA', 'ST129TS', 'ST12SV', 'ST130CV', 'ST130SA', 'ST130TA', 'ST130TS', 'ST13CV', 'ST13SA', 'ST13TA', 'ST13TS', 'ST14CV', 'ST14SA', 'ST14TA', 'ST14TS', 'ST15CV', 'ST15SA', 'ST15TA', 'ST15TS', 'ST16SV', 'ST17SV', 'ST18SV', 'ST1SV', 'ST21SV', 'ST23CV', 'ST23SA', 'ST23TA', 'ST23TS', 'ST24CV', 'ST24SA', 'ST24TA', 'ST24TS', 'ST25CV', 'ST25SA', 'ST25TA', 'ST25TS', 'ST26CV', 'ST26SA', 'ST26TA', 'ST26TS', 'ST28SA', 'ST29SV', 'ST2SV', 'ST30SV', 'ST31CV', 'ST31SA', 'ST31TA', 'ST31TS', 'ST32CV', 'ST32SA', 'ST32TA', 'ST32TS', 'ST34CV', 'ST34SA', 'ST34TA', 'ST34TS', 'ST35CV', 'ST35SA', 'ST35TA', 'ST35TS', 'ST36CV', 'ST36SA', 'ST36TA', 'ST36TS', 'ST37SV', 'ST38CV', 'ST38SA', 'ST38TA', 'ST38TS', 'ST39CV', 'ST39SA', 'ST39TA', 'ST39TS', 'ST3SV', 'ST40CV', 'ST40SA', 'ST40TA', 'ST40TS', 'ST42SV', 'ST43CV', 'ST43SA', 'ST43TA', 'ST43TS', 'ST44CV', 'ST44SA', 'ST44TA', 'ST44TS', 'ST45CV', 'ST45SA', 'ST45TA', 'ST45TS', 'ST46CV', 'ST46SA', 'ST46TA', 'ST46TS', 'ST47CV', 'ST47SA', 'ST47TA', 'ST47TS', 'ST48CV', 'ST48SA', 'ST48TA', 'ST48TS', 'ST49CV', 'ST49SA', 'ST49TA', 'ST49TS', 'ST4SV', 'ST50CV', 'ST50SA', 'ST50TA', 'ST50TS', 'ST51CV', 'ST51SA', 'ST51TA', 'ST51TS', 'ST52CV', 'ST52SA', 'ST52TA', 'ST52TS', 'ST53SV', 'ST54CV', 'ST54SA', 'ST54TA', 'ST54TS', 'ST55CV', 'ST55SA', 'ST55TA', 'ST55TS', 'ST56CV', 'ST56SA', 'ST56TA', 'ST56TS', 'ST57CV', 'ST57SA', 'ST57TA', 'ST57TS', 'ST58CV', 'ST58SA', 'ST58TA', 'ST58TS', 'ST59CV', 'ST59SA', 'ST59TA', 'ST59TS', 'ST5SV', 'ST60CV', 'ST60SA', 'ST60TA', 'ST60TS', 'ST61SV', 'ST62CV', 'ST62SA', 'ST62TA', 'ST62TS', 'ST65SV', 'ST66SV', 'ST68SV', 'ST69SV', 'ST6SV', 'ST70SV', 'ST71SV', 'ST72CV', 'ST72SA', 'ST72TA', 'ST72TS', 'ST73CV', 'ST73SA', 'ST73TA', 'ST73TS', 'ST74CV', 'ST74SA', 'ST74TA', 'ST74TS', 'ST75SV', 'ST76SV', 'ST77SV', 'ST7SV', 'ST80SV', 'ST82CV', 'ST82SA', 'ST82TA', 'ST82TS', 'ST83CV', 'ST83SA', 'ST83TA', 'ST83TS', 'ST84CV', 'ST84SA', 'ST84TA', 'ST84TS', 'ST85CV', 'ST85SA', 'ST85TA', 'ST85TS', 'ST87SA', 'ST88SV', 'ST89SV', 'ST8SV', 'ST90CV', 'ST90SA', 'ST90TA', 'ST90TS', 'ST91CV', 'ST91SA', 'ST91TA', 'ST91TS', 'ST93CV', 'ST93SA', 'ST93TA', 'ST93TS', 'ST94CV', 'ST94SA', 'ST94TA', 'ST94TS', 'ST95CV', 'ST95SA', 'ST95TA', 'ST95TS', 'ST96SV', 'ST97CV', 'ST97SA', 'ST97TA', 'ST97TS', 'ST98CV', 'ST98SA', 'ST98TA', 'ST98TS', 'ST99CV', 'ST99SA', 'ST99TA', 'ST99TS', 'ST9SV', 'ST147SV', 'ST148SV', 'ST149SV', 'ST150SV', 'ST151SV', 'ST152SV', 'ST153SV', 'ST154SV', 'ST155SV', 'update_stamp']"
913,UCSF Cross-Sectional FreeSurfer (6.0)[ADNI3],UCSFFSX6_01_21_22.csv,2022-01-31,"['COLPROT', 'RID', 'VISCODE', 'VISCODE2', 'EXAMDATE', 'VERSION', 'LONIUID', 'IMAGEUID', 'RUNDATE', 'STATUS', 'OVERALLQC', 'TEMPQC', 'FRONTQC', 'PARQC', 'INSULAQC', 'OCCQC', 'BGQC', 'CWMQC', 'VENTQC', 'HIPPOQC', 'ST101SV', 'ST102CV', 'ST102SA', 'ST102TA', 'ST102TS', 'ST103CV', 'ST103SA', 'ST103TA', 'ST103TS', 'ST104CV', 'ST104SA', 'ST104TA', 'ST104TS', 'ST105CV', 'ST105SA', 'ST105TA', 'ST105TS', 'ST106CV', 'ST106SA', 'ST106TA', 'ST106TS', 'ST107CV', 'ST107SA', 'ST107TA', 'ST107TS', 'ST108CV', 'ST108SA', 'ST108TA', 'ST108TS', 'ST109CV', 'ST109SA', 'ST109TA', 'ST109TS', 'ST10CV', 'ST110CV', 'ST110SA', 'ST110TA', 'ST110TS', 'ST111CV', 'ST111SA', 'ST111TA', 'ST111TS', 'ST112SV', 'ST113CV', 'ST113SA', 'ST113TA', 'ST113TS', 'ST114CV', 'ST114SA', 'ST114TA', 'ST114TS', 'ST115CV', 'ST115SA', 'ST115TA', 'ST115TS', 'ST116CV', 'ST116SA', 'ST116TA', 'ST116TS', 'ST117CV', 'ST117SA', 'ST117TA', 'ST117TS', 'ST118CV', 'ST118SA', 'ST118TA', 'ST118TS', 'ST119CV', 'ST119SA', 'ST119TA', 'ST119TS', 'ST11SV', 'ST120SV', 'ST121CV', 'ST121SA', 'ST121TA', 'ST121TS', 'ST124SV', 'ST125SV', 'ST127SV', 'ST128SV', 'ST129CV', 'ST129SA', 'ST129TA', 'ST129TS', 'ST12SV', 'ST130CV', 'ST130SA', 'ST130TA', 'ST130TS', 'ST13CV', 'ST13SA', 'ST13TA', 'ST13TS', 'ST14CV', 'ST14SA', 'ST14TA', 'ST14TS', 'ST15CV', 'ST15SA', 'ST15TA', 'ST15TS', 'ST16SV', 'ST17SV', 'ST18SV', 'ST1SV', 'ST21SV', 'ST23CV', 'ST23SA', 'ST23TA', 'ST23TS', 'ST24CV', 'ST24SA', 'ST24TA', 'ST24TS', 'ST25CV', 'ST25SA', 'ST25TA', 'ST25TS', 'ST26CV', 'ST26SA', 'ST26TA', 'ST26TS', 'ST28SA', 'ST29SV', 'ST2SV', 'ST30SV', 'ST31CV', 'ST31SA', 'ST31TA', 'ST31TS', 'ST32CV', 'ST32SA', 'ST32TA', 'ST32TS', 'ST34CV', 'ST34SA', 'ST34TA', 'ST34TS', 'ST35CV', 'ST35SA', 'ST35TA', 'ST35TS', 'ST36CV', 'ST36SA', 'ST36TA', 'ST36TS', 'ST37SV', 'ST38CV', 'ST38SA', 'ST38TA', 'ST38TS', 'ST39CV', 'ST39SA', 'ST39TA', 'ST39TS', 'ST3SV', 'ST40CV', 'ST40SA', 'ST40TA', 'ST40TS', 'ST42SV', 'ST43CV', 'ST43SA', 'ST43TA', 'ST43TS', 'ST44CV', 'ST44SA', 'ST44TA', 'ST44TS', 'ST45CV', 'ST45SA', 'ST45TA', 'ST45TS', 'ST46CV', 'ST46SA', 'ST46TA', 'ST46TS', 'ST47CV', 'ST47SA', 'ST47TA', 'ST47TS', 'ST48CV', 'ST48SA', 'ST48TA', 'ST48TS', 'ST49CV', 'ST49SA', 'ST49TA', 'ST49TS', 'ST4SV', 'ST50CV', 'ST50SA', 'ST50TA', 'ST50TS', 'ST51CV', 'ST51SA', 'ST51TA', 'ST51TS', 'ST52CV', 'ST52SA', 'ST52TA', 'ST52TS', 'ST53SV', 'ST54CV', 'ST54SA', 'ST54TA', 'ST54TS', 'ST55CV', 'ST55SA', 'ST55TA', 'ST55TS', 'ST56CV', 'ST56SA', 'ST56TA', 'ST56TS', 'ST57CV', 'ST57SA', 'ST57TA', 'ST57TS', 'ST58CV', 'ST58SA', 'ST58TA', 'ST58TS', 'ST59CV', 'ST59SA', 'ST59TA', 'ST59TS', 'ST5SV', 'ST60CV', 'ST60SA', 'ST60TA', 'ST60TS', 'ST61SV', 'ST62CV', 'ST62SA', 'ST62TA', 'ST62TS', 'ST65SV', 'ST66SV', 'ST68SV', 'ST69SV', 'ST6SV', 'ST70SV', 'ST71SV', 'ST72CV', 'ST72SA', 'ST72TA', 'ST72TS', 'ST73CV', 'ST73SA', 'ST73TA', 'ST73TS', 'ST74CV', 'ST74SA', 'ST74TA', 'ST74TS', 'ST75SV', 'ST76SV', 'ST77SV', 'ST7SV', 'ST80SV', 'ST82CV', 'ST82SA', 'ST82TA', 'ST82TS', 'ST83CV', 'ST83SA', 'ST83TA', 'ST83TS', 'ST84CV', 'ST84SA', 'ST84TA', 'ST84TS', 'ST85CV', 'ST85SA', 'ST85TA', 'ST85TS', 'ST87SA', 'ST88SV', 'ST89SV', 'ST8SV', 'ST90CV', 'ST90SA', 'ST90TA', 'ST90TS', 'ST91CV', 'ST91SA', 'ST91TA', 'ST91TS', 'ST93CV', 'ST93SA', 'ST93TA', 'ST93TS', 'ST94CV', 'ST94SA', 'ST94TA', 'ST94TS', 'ST95CV', 'ST95SA', 'ST95TA', 'ST95TS', 'ST96SV', 'ST97CV', 'ST97SA', 'ST97TA', 'ST97TS', 'ST98CV', 'ST98SA', 'ST98TA', 'ST98TS', 'ST99CV', 'ST99SA', 'ST99TA', 'ST99TS', 'ST9SV', 'ST147SV', 'ST148SV', 'ST149SV', 'ST150SV', 'ST151SV', 'ST152SV', 'ST153SV', 'ST154SV', 'ST155SV', 'update_stamp']"
914,University of Pennsylvania Section of Biomedical Image Analysis (SBIA) Volumes Dictionary [ADNI1],UPENNSBIAROI_DICT.csv,2016-04-08,"['ID', 'FLDNAME', 'TBLNAME', 'CRFNAME', 'QUESTION', 'TEXT', 'STATUS', 'DEPRULE', 'TYPE', 'LENGTH', 'DECIML', 'RANGEVAL', 'RANGESQL', 'RANGEPRL', 'UNITS', 'CODE', 'NOTES', 'OBJID', 'COLID', 'RANGEJSCPT', 'NAVJSCPT', 'FTYPE', 'TAB', 'DE', 'MC', 'VISIBLE', 'LOGVISIBLE', 'MTBLNAME', 'SUBTBLNAME', 'POPJSCPT', 'GRID', 'DEF', 'update_stamp']"
915,University of Pennsylvania Section of Biomedical Image Analysis (SBIA) Volumes [ADNI1],UPENNSBIAROI.csv,2016-04-08,"['RID', 'VISCODE', 'EXAMDATE', 'VERSION', 'IMAGE_UID', 'RUNDATE', 'STATUS', 'CBICA_ID', 'DATE', 'R702', 'R701', 'R601', 'R604', 'R606', 'R607', 'R613', 'R614', 'R501', 'R502', 'R503', 'R504', 'R505', 'R506', 'R507', 'R508', 'R509', 'R510', 'R511', 'R512', 'R513', 'R514', 'R515', 'R516', 'R517', 'R518', 'R519', 'R520', 'R521', 'R522', 'R523', 'R524', 'R525', 'R401', 'R402', 'R403', 'R404', 'R405', 'R406', 'R407', 'R408', 'R409', 'R410', 'R411', 'R412', 'R413', 'R414', 'R415', 'R416', 'R417', 'R418', 'R419', 'R420', 'R421', 'R422', 'R423', 'R424', 'R425', 'R426', 'R427', 'R428', 'R429', 'R430', 'R431', 'R432', 'R433', 'R434', 'R435', 'R436', 'R301', 'R302', 'R303', 'R304', 'R305', 'R306', 'R307', 'R308', 'R309', 'R310', 'R311', 'R312', 'R313', 'R314', 'R315', 'R316', 'R317', 'R318', 'R319', 'R320', 'R321', 'R322', 'R323', 'R324', 'R325', 'R326', 'R327', 'R328', 'R329', 'R330', 'R331', 'R332', 'R333', 'R334', 'R335', 'R336', 'R337', 'R338', 'R339', 'R340', 'R341', 'R342', 'R343', 'R344', 'R345', 'R4', 'R11', 'R23', 'R30', 'R31', 'R32', 'R35', 'R36', 'R37', 'R38', 'R39', 'R40', 'R41', 'R47', 'R48', 'R49', 'R50', 'R51', 'R52', 'R55', 'R56', 'R57', 'R58', 'R59', 'R60', 'R61', 'R62', 'R71', 'R72', 'R73', 'R75', 'R76', 'R81', 'R82', 'R83', 'R84', 'R85', 'R86', 'R87', 'R88', 'R89', 'R90', 'R91', 'R92', 'R93', 'R94', 'R95', 'R100', 'R101', 'R102', 'R103', 'R104', 'R105', 'R106', 'R107', 'R108', 'R109', 'R112', 'R113', 'R114', 'R115', 'R116', 'R117', 'R118', 'R119', 'R120', 'R121', 'R122', 'R123', 'R124', 'R125', 'R128', 'R129', 'R132', 'R133', 'R134', 'R135', 'R136', 'R137', 'R138', 'R139', 'R140', 'R141', 'R142', 'R143', 'R144', 'R145', 'R146', 'R147', 'R148', 'R149', 'R150', 'R151', 'R152', 'R153', 'R154', 'R155', 'R156', 'R157', 'R160', 'R161', 'R162', 'R163', 'R164', 'R165', 'R166', 'R167', 'R168', 'R169', 'R170', 'R171', 'R172', 'R173', 'R174', 'R175', 'R176', 'R177', 'R178', 'R179', 'R180', 'R181', 'R182', 'R183', 'R184', 'R185', 'R186', 'R187', 'R190', 'R191', 'R192', 'R193', 'R194', 'R195', 'R196', 'R197', 'R198', 'R199', 'R200', 'R201', 'R202', 'R203', 'R204', 'R205', 'R206', 'R207', 'update_stamp']"
916,UPENN - ADNI GO/2 CSF Report (PDF),,,Methods file.
917,UPENN - ADNI GO/2 CSF Report for Third Batch of Analysis (PDF),,2014-06-11,Methods file.
918,UPENN - Biomarker Data [ADNI1],UPENNBIOMK.csv,,"['ID', 'RID', 'SITEID', 'VISCODE', 'USERDATE', 'USERDATE2', 'TAU', 'ABETA142', 'PTAU181P', 'update_stamp']"
919,UPENN - CSF Biomarkers Corrected Anchoring of 2012 Dataset (PDF),,2013-10-31,Methods file.
920,"UPENN - CSF Biomarkers Dictionary [ADNIGO,2]",UPENNBIOMK5_DICT_10_31_13.csv,2013-10-31,"['ID', 'FLDNAME', 'TBLNAME', 'CRFNAME', 'QUESTION', 'TEXT', 'STATUS', 'DEPRULE', 'TYPE', 'LENGTH', 'DECIML', 'RANGEVAL', 'RANGESQL', 'RANGEPRL', 'UNITS', 'CODE', 'NOTES', 'OBJID', 'COLID', 'RANGEJSCPT', 'NAVJSCPT', 'FTYPE', 'TAB', 'DE', 'MC', 'VISIBLE', 'LOGVISIBLE', 'MTBLNAME', 'SUBTBLNAME', 'POPJSCPT', 'GRID', 'DEF', 'update_stamp']"
921,UPENN - CSF Biomarkers Methods (PDF),,2012-07-10,Methods file.
922,"UPENN - CSF Biomarkers [ADNIGO,2]",UPENNBIOMK5_10_31_13.csv,2013-10-31,"['RID', 'VISCODE', 'VISCODE2', 'RUNDATE', 'ABETA', 'TAU', 'PTAU', 'ABETA_RAW', 'TAU_RAW', 'PTAU_RAW', 'update_stamp']"
923,UPENN - Fourth Batch Analyses of CSF Biomarkers Methods [ADNI GO/2],,2015-04-15,Methods file.
