,Source,Type,File,Vatiables,Inter_name,Description
1009,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SLF_R,MD_SLF_R,NA
1010,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SFO_L,MD_SFO_L,NA
1011,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SFO_R,MD_SFO_R,NA
1012,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_IFO_L,MD_IFO_L,NA
1013,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_IFO_R,MD_IFO_R,NA
1014,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SS_L,MD_SS_L,NA
1015,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SS_R,MD_SS_R,NA
1016,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_EC_L,MD_EC_L,NA
1017,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_EC_R,MD_EC_R,NA
1018,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_UNC_L,MD_UNC_L,NA
1019,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_UNC_R,MD_UNC_R,NA
1020,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_FX_L,MD_FX_L,NA
1021,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_FX_R,MD_FX_R,NA
1022,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_GCC_L,MD_GCC_L,NA
1023,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_GCC_R,MD_GCC_R,NA
1024,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_BCC_L,MD_BCC_L,NA
1025,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_BCC_R,MD_BCC_R,NA
1026,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SCC_L,MD_SCC_L,NA
1027,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SCC_R,MD_SCC_R,NA
1028,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_RLIC_L,MD_RLIC_L,NA
1029,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_RLIC_R,MD_RLIC_R,NA
1030,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_TAP_L,MD_TAP_L,NA
1031,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_TAP_R,MD_TAP_R,NA
1032,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SUMGCC,MD_SUMGCC,NA
1033,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SUMBCC,MD_SUMBCC,NA
1034,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SUMSCC,MD_SUMSCC,NA
1035,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SUMCC,MD_SUMCC,NA
1036,ADNI,Imaging,ADNI_DTIROI_10_03_19,MD_SUMFX,MD_SUMFX,NA
1037,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CST_L,RD_CST_L,NA
1038,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CST_R,RD_CST_R,NA
1039,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ICP_L,RD_ICP_L,NA
1040,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ICP_R,RD_ICP_R,NA
1041,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ML_L,RD_ML_L,NA
1042,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ML_R,RD_ML_R,NA
1043,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCP_L,RD_SCP_L,NA
1044,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCP_R,RD_SCP_R,NA
1045,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CP_L,RD_CP_L,NA
1046,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CP_R,RD_CP_R,NA
1047,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ALIC_L,RD_ALIC_L,NA
1048,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ALIC_R,RD_ALIC_R,NA
1049,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PLIC_L,RD_PLIC_L,NA
1050,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PLIC_R,RD_PLIC_R,NA
1051,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PTR_L,RD_PTR_L,NA
1052,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PTR_R,RD_PTR_R,NA
1053,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ACR_L,RD_ACR_L,NA
1054,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_ACR_R,RD_ACR_R,NA
1055,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCR_L,RD_SCR_L,NA
1056,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCR_R,RD_SCR_R,NA
1057,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PCR_L,RD_PCR_L,NA
1058,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_PCR_R,RD_PCR_R,NA
1059,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CGC_L,RD_CGC_L,NA
1060,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CGC_R,RD_CGC_R,NA
1061,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CGH_L,RD_CGH_L,NA
1062,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_CGH_R,RD_CGH_R,NA
1063,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_FX_ST_L,RD_FX_ST_L,NA
1064,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_FX_ST_R,RD_FX_ST_R,NA
1065,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SLF_L,RD_SLF_L,NA
1066,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SLF_R,RD_SLF_R,NA
1067,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SFO_L,RD_SFO_L,NA
1068,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SFO_R,RD_SFO_R,NA
1069,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_IFO_L,RD_IFO_L,NA
1070,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_IFO_R,RD_IFO_R,NA
1071,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SS_L,RD_SS_L,NA
1072,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SS_R,RD_SS_R,NA
1073,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_EC_L,RD_EC_L,NA
1074,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_EC_R,RD_EC_R,NA
1075,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_UNC_L,RD_UNC_L,NA
1076,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_UNC_R,RD_UNC_R,NA
1077,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_FX_L,RD_FX_L,NA
1078,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_FX_R,RD_FX_R,NA
1079,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_GCC_L,RD_GCC_L,NA
1080,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_GCC_R,RD_GCC_R,NA
1081,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_BCC_L,RD_BCC_L,NA
1082,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_BCC_R,RD_BCC_R,NA
1083,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCC_L,RD_SCC_L,NA
1084,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SCC_R,RD_SCC_R,NA
1085,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_RLIC_L,RD_RLIC_L,NA
1086,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_RLIC_R,RD_RLIC_R,NA
1087,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_TAP_L,RD_TAP_L,NA
1088,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_TAP_R,RD_TAP_R,NA
1089,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SUMGCC,RD_SUMGCC,NA
1090,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SUMBCC,RD_SUMBCC,NA
1091,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SUMSCC,RD_SUMSCC,NA
1092,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SUMCC,RD_SUMCC,NA
1093,ADNI,Imaging,ADNI_DTIROI_10_03_19,RD_SUMFX,RD_SUMFX,NA
1094,ADNI,Imaging,ADNI_DTIROI_10_03_19,update_stamp,NA,NA
1095,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,RID,RID,NA
1096,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,VISCODE,VISCODE,NA
1097,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,EXAMDATE,EXAMDATE,NA
1098,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,VERSION,NA,NA
1099,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,LONISID,NA,NA
1100,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,LONIUID,NA,NA
1101,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,IMAGEUID,IMAGEUID,NA
1102,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,RUNDATE,NA,NA
1103,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,STATUS,NA,NA
1104,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,OVERALLQC,OVERALLQC,NA
1105,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,TEMPQC,TEMPQC,NA
1106,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,FRONTQC,FRONTQC,NA
1107,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,PARQC,PARQC,NA
1108,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,INSULAQC,INSULAQC,NA
1109,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,OCCQC,OCCQC,NA
1110,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,BGQC,BGQC,NA
1111,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,CWMQC,CWMQC,NA
1112,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,VENTQC,VENTQC,NA
1113,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,LHIPQC,LHIPQC,NA
1114,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,RHIPQC,RHIPQC,NA
1115,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST100SV,ST100SV,NA
1116,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST101SV,ST101SV,NA
1117,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST102CV,ST102CV,NA
1118,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST102SA,ST102SA,NA
1119,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST102TA,ST102TA,NA
1120,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST102TS,ST102TS,NA
1121,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST103CV,ST103CV,NA
1122,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST103SA,ST103SA,NA
1123,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST103TA,ST103TA,NA
1124,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST103TS,ST103TS,NA
1125,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST104CV,ST104CV,NA
1126,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST104SA,ST104SA,NA
1127,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST104TA,ST104TA,NA
1128,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST104TS,ST104TS,NA
1129,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST105CV,ST105CV,NA
1130,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST105SA,ST105SA,NA
1131,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST105TA,ST105TA,NA
1132,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST105TS,ST105TS,NA
1133,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST106CV,ST106CV,NA
1134,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST106SA,ST106SA,NA
1135,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST106TA,ST106TA,NA
1136,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST106TS,ST106TS,NA
1137,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST107CV,ST107CV,NA
1138,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST107SA,ST107SA,NA
1139,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST107TA,ST107TA,NA
1140,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST107TS,ST107TS,NA
1141,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST108CV,ST108CV,NA
1142,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST108SA,ST108SA,NA
1143,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST108TA,ST108TA,NA
1144,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST108TS,ST108TS,NA
1145,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST109CV,ST109CV,NA
1146,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST109SA,ST109SA,NA
1147,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST109TA,ST109TA,NA
1148,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST109TS,ST109TS,NA
1149,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST10CV,ST10CV,NA
1150,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST110CV,ST110CV,NA
1151,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST110SA,ST110SA,NA
1152,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST110TA,ST110TA,NA
1153,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST110TS,ST110TS,NA
1154,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST111CV,ST111CV,NA
1155,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST111SA,ST111SA,NA
1156,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST111TA,ST111TA,NA
1157,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST111TS,ST111TS,NA
1158,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST112SV,ST112SV,NA
1159,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST113CV,ST113CV,NA
1160,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST113SA,ST113SA,NA
1161,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST113TA,ST113TA,NA
1162,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST113TS,ST113TS,NA
1163,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST114CV,ST114CV,NA
1164,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST114SA,ST114SA,NA
1165,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST114TA,ST114TA,NA
1166,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST114TS,ST114TS,NA
1167,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST115CV,ST115CV,NA
1168,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST115SA,ST115SA,NA
1169,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST115TA,ST115TA,NA
1170,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST115TS,ST115TS,NA
1171,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST116CV,ST116CV,NA
1172,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST116SA,ST116SA,NA
1173,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST116TA,ST116TA,NA
1174,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST116TS,ST116TS,NA
1175,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST117CV,ST117CV,NA
1176,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST117SA,ST117SA,NA
1177,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST117TA,ST117TA,NA
1178,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST117TS,ST117TS,NA
1179,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST118CV,ST118CV,NA
1180,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST118SA,ST118SA,NA
1181,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST118TA,ST118TA,NA
1182,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST118TS,ST118TS,NA
1183,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST119CV,ST119CV,NA
1184,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST119SA,ST119SA,NA
1185,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST119TA,ST119TA,NA
1186,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST119TS,ST119TS,NA
1187,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST11SV,ST11SV,NA
1188,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST120SV,ST120SV,NA
1189,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST121CV,ST121CV,NA
1190,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST121SA,ST121SA,NA
1191,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST121TA,ST121TA,NA
1192,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST121TS,ST121TS,NA
1193,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST122SV,ST122SV,NA
1194,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST123CV,ST123CV,NA
1195,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST123SA,ST123SA,NA
1196,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST123TA,ST123TA,NA
1197,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST123TS,ST123TS,NA
1198,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST124SV,ST124SV,NA
1199,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST125SV,ST125SV,NA
1200,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST126SV,ST126SV,NA
1201,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST127SV,ST127SV,NA
1202,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST128SV,ST128SV,NA
1203,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST129CV,ST129CV,NA
1204,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST129SA,ST129SA,NA
1205,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST129TA,ST129TA,NA
1206,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST129TS,ST129TS,NA
1207,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST12SV,ST12SV,NA
1208,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST130CV,ST130CV,NA
1209,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST130SA,ST130SA,NA
1210,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST130TA,ST130TA,NA
1211,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST130TS,ST130TS,NA
1212,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST13CV,ST13CV,NA
1213,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST13SA,ST13SA,NA
1214,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST13TA,ST13TA,NA
1215,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST13TS,ST13TS,NA
1216,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST14CV,ST14CV,NA
1217,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST14SA,ST14SA,NA
1218,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST14TA,ST14TA,NA
1219,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST14TS,ST14TS,NA
1220,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST15CV,ST15CV,NA
1221,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST15SA,ST15SA,NA
1222,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST15TA,ST15TA,NA
1223,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST15TS,ST15TS,NA
1224,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST16SV,ST16SV,NA
1225,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST17SV,ST17SV,NA
1226,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST18SV,ST18SV,NA
1227,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST19SV,ST19SV,NA
1228,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST1SV,ST1SV,NA
1229,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST20SV,ST20SV,NA
1230,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST21SV,ST21SV,NA
1231,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST22CV,ST22CV,NA
1232,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST22SA,ST22SA,NA
1233,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST22TA,ST22TA,NA
1234,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST22TS,ST22TS,NA
1235,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST23CV,ST23CV,NA
1236,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST23SA,ST23SA,NA
1237,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST23TA,ST23TA,NA
1238,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST23TS,ST23TS,NA
1239,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST24CV,ST24CV,NA
1240,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST24SA,ST24SA,NA
1241,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST24TA,ST24TA,NA
1242,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST24TS,ST24TS,NA
1243,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST25CV,ST25CV,NA
1244,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST25SA,ST25SA,NA
1245,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST25TA,ST25TA,NA
1246,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST25TS,ST25TS,NA
1247,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST26CV,ST26CV,NA
1248,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST26SA,ST26SA,NA
1249,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST26TA,ST26TA,NA
1250,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST26TS,ST26TS,NA
1251,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST27SA,ST27SA,NA
1252,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST28CV,ST28CV,NA
1253,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST28SA,ST28SA,NA
1254,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST29SV,ST29SV,NA
1255,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST2SV,ST2SV,NA
1256,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST30SV,ST30SV,NA
1257,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST31CV,ST31CV,NA
1258,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST31SA,ST31SA,NA
1259,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST31TA,ST31TA,NA
1260,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST31TS,ST31TS,NA
1261,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST32CV,ST32CV,NA
1262,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST32SA,ST32SA,NA
1263,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST32TA,ST32TA,NA
1264,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST32TS,ST32TS,NA
1265,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST33SV,ST33SV,NA
1266,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST34CV,ST34CV,NA
1267,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST34SA,ST34SA,NA
1268,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST34TA,ST34TA,NA
1269,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST34TS,ST34TS,NA
1270,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST35CV,ST35CV,NA
1271,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST35SA,ST35SA,NA
1272,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST35TA,ST35TA,NA
1273,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST35TS,ST35TS,NA
1274,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST36CV,ST36CV,NA
1275,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST36SA,ST36SA,NA
1276,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST36TA,ST36TA,NA
1277,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST36TS,ST36TS,NA
1278,ADNI,Imaging,UCSFFSX51_ADNI1_3T_02_01_16,ST37SV,ST37SV,NA
